Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label
220,"Sun, 7 Jan 2018 06:29:03 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,64,0,0,48,28414,1
221,"Fri, 28 Apr 2017 14:54:35 +0530",iiitd,ac.in,1,0,multipart/related,0,0,0,0,136,435660,0
222,"Mon, 13 Nov 2017 00:55:51 -0800",youtube,com,0,0,multipart/alternative,38,129,1,0,94,81540,1
223,"Sat, 30 Aug 2014 21:04:04 +0000",twitter,com,0,0,multipart/alternative,38,262,0,1,60,92463,1
224,"Wed, 9 Aug 2017 11:47:15 +0530",iiitd,ac.in,0,0,multipart/alternative,0,4,1,0,33,6430,0
225,"Tue, 18 Sep 2018 19:34:11 +0530",statebankrewardz,com,0,0,text/html,3,18,0,0,43,7562,1
226,"Wed, 16 Nov 2016 11:05:53 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,1,0,28,10599,0
227,"Wed, 29 Jun 2016 16:38:08 +0000",codeschool,com,0,0,multipart/alternative,14,41,0,0,23,38737,1
228,"Sat, 23 Jun 2018 02:16:18 +0000 (UTC)",flipkartletters,com,0,0,text/html,33,79,0,0,33,55396,1
229,"Wed, 30 Nov 2016 14:33:14 +0530",iiitd,ac.in,4,0,multipart/alternative,0,1,1,0,25,2819,0
230,"Fri, 1 Sep 2017 08:21:16 +0530 (IST)",indiatimes,com,0,0,text/html,11,166,1,0,53,93037,1
231,"Mon, 29 Jan 2018 21:34:55 -0800",github,com,1,0,multipart/alternative,2,13,0,0,60,2383,0
232,"Fri, 9 Feb 2018 19:12:50 +0000",amazon,com,0,0,multipart/alternative,25,241,1,1,70,165339,1
233,"Thu, 7 Jan 2016 13:08:03 +0530",iiitd,ac.in,5,0,multipart/alternative,0,0,1,0,42,6683,0
234,"Fri, 21 Dec 2018 10:22:42 +0000",amazon,fr,0,0,multipart/alternative,17,187,1,0,99,75004,1
235,"Wed, 17 Aug 2016 06:32:22 -0000",shop,sdconnect.in,0,0,multipart/alternative,23,119,0,0,28,24376,1
236,"Thu, 27 Aug 2015 14:31:13 +0530",iiitd,ac.in,1,0,multipart/alternative,5,24,1,0,32,37714,0
237,"Mon, 6 Jun 2016 14:55:12 +0100",ZOONIVERSE,ORG,0,0,multipart/alternative,0,16,0,0,25,5428,1
238,"Mon, 5 Dec 2016 21:49:39 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,48,20000,0
239,"Fri, 22 Sep 2017 07:37:29 +0530 (IST)",indiatimes,com,0,0,text/html,11,171,0,1,71,101195,1
240,"Tue, 18 Jul 2017 06:16:51 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,100,4,1
241,"Wed, 19 Jul 2017 18:05:29 +0000",twitter,com,0,0,multipart/alternative,17,81,0,1,33,44775,1
242,"Tue, 29 Mar 2016 18:55:53 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,30,81,0,1,79,94779,1
243,"Sun, 14 Feb 2016 09:26:19 +0000",twitter,com,0,0,multipart/alternative,11,125,0,0,91,69438,1
244,"Thu, 23 Apr 2015 14:25:28 +0000",youtube,com,0,0,multipart/alternative,23,86,0,0,76,63277,1
245,"Thu, 31 Mar 2016 15:46:52 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,24,1803,0
246,"Mon, 1 Aug 2016 18:59:12 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,0,0,33,498,0
247,"Sat, 29 Sep 2018 01:31:31 +0000",amazon,in,0,0,multipart/alternative,17,105,0,0,52,44475,1
248,"Sat, 26 Aug 2017 14:20:37 +0000 (UTC)",udacity,com,0,0,multipart/alternative,0,17,1,1,21,28761,1
249,"Fri, 20 Nov 2015 18:11:11 +0530",iiitd,ac.in,0,0,text/plain,0,1,1,1,52,1033,0
250,"Mon, 26 Jun 2017 18:43:02 +0000",twitter,com,0,0,multipart/alternative,36,173,0,1,62,82616,1
251,"Tue, 16 Aug 2016 15:44:51 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,18,1522,0
252,"Sun, 16 Dec 2018 16:31:42 +0100 (CET)",centralesupelec,fr,0,0,text/plain,0,0,1,0,85,349,0
253,"Mon, 08 Jan 2018 16:16:38 -0600",send,grammarly.com,0,0,multipart/alternative,30,112,0,0,27,193480,1
254,"Wed, 19 Aug 2015 13:56:46 +0000",iiitd,ac.in,0,0,multipart/alternative,2,9,0,0,55,6086,0
255,"Mon, 25 Jul 2016 10:15:17 +0000",twitter,com,0,0,multipart/alternative,27,163,0,0,74,88709,1
256,"Wed, 06 Feb 2019 03:08:25 +0000",quora,com,0,0,multipart/alternative,6,92,1,1,72,91878,1
257,"Mon, 2 Mar 2015 09:04:10 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,65,202,1,0,41,183585,1
258,"Tue, 9 Aug 2016 15:32:02 +0530",iiitd,ac.in,0,0,multipart/related,0,0,0,0,82,402933,0
259,"Tue, 27 Jun 2017 12:27:38 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,0,0,51,556,0
260,"Sun, 06 Sep 2015 14:17:48 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,26897,1
261,"Mon, 16 Jan 2017 08:29:47 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,13,80,0,0,45,60987,1
262,"Fri, 07 Apr 2017 10:50:12 -0700 (PDT)",quora,com,0,0,multipart/alternative,10,107,0,1,72,96876,1
263,"Wed, 17 Oct 2018 18:05:19 +0000",centralesupelec,fr,0,0,text/html,2,7,1,0,77,24545,0
264,"Wed, 25 Jan 2017 17:23:37 +0530 (IST)",sampark,gov.in,0,0,text/html,8,24,0,0,44,17316,1
265,"Tue, 24 Jan 2017 21:28:57 +0000",getpostman,com,0,0,multipart/alternative,1,25,1,0,43,20100,1
266,"Tue, 25 Aug 2015 17:08:52 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,27,3028,0
267,"Fri, 9 Sep 2016 14:28:01 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,16,10545,0
268,"Mon, 18 Dec 2017 11:00:46 +0100",reply,ebay.in,0,0,multipart/alternative,25,101,0,0,48,68299,1
269,"Tue, 10 Feb 2015 08:26:18 -0800",facebookmail,com,0,0,multipart/alternative,4,16,0,0,46,11522,1
270,"Wed, 15 Feb 2017 01:05:55 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,69,0,0,38,55775,1
271,"Sat, 11 Apr 2015 18:51:05 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,15,1,0,39,5025,1
272,"Wed, 17 Jan 2018 13:25:36 +0000 (UTC)",github,com,1,0,multipart/alternative,2,29,0,0,52,5664,0
273,"Wed, 24 Aug 2016 08:41:40 +0000",amazon,com,0,0,multipart/mixed,0,0,0,0,33,4,1
274,"Sun, 25 Dec 2016 20:15:34 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,22,33292,0
275,"Thu, 4 Feb 2016 12:39:10 +0530",iiitd,ac.in,0,0,multipart/alternative,2,6,1,0,80,8628,0
276,"Mon, 23 Nov 2015 15:57:49 +0530",iiitd,ac.in,4,0,multipart/alternative,2,3,1,0,102,17901,0
277,"Sat, 23 Jul 2016 10:30:49 +0000",academia-mail,com,0,0,multipart/alternative,11,45,0,0,37,67243,1
278,"Mon, 7 Nov 2016 15:48:56 +0530",iiitd,ac.in,2,0,multipart/alternative,0,3,1,1,27,8068,0
279,"Thu, 22 Oct 2015 02:13:14 +0530",iiitd,ac.in,6,0,multipart/alternative,0,3,1,0,45,5044,0
280,"Fri, 25 Aug 2017 21:22:52 +0530",iiitd,ac.in,0,0,multipart/alternative,0,1,1,0,21,4276,0
281,"Sun, 9 Aug 2015 17:42:32 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,26,3007,0
282,"Fri, 11 Mar 2016 17:20:42 -0600 (CST)",topcoder,com,0,0,multipart/alternative,9,46,0,0,43,19785,1
283,"Thu, 8 Jan 2015 11:35:18 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,31,1,1,58,31782,1
284,"Wed, 30 Sep 2015 12:05:42 +0530",iiitd,ac.in,0,0,multipart/alternative,0,4,0,0,17,4345,0
285,"Fri, 15 Jan 2016 20:10:31 +0530",iiitd,ac.in,0,0,multipart/mixed,6,0,1,0,76,1510681,0
286,"Thu, 4 Aug 2016 16:46:18 +0530",iiitd,ac.in,2,0,multipart/alternative,0,6,1,0,48,3818,0
287,"Fri, 1 Jan 2016 11:20:00 +0530",iiitd,ac.in,0,0,multipart/related,0,0,1,0,14,336973,0
288,"Sun, 20 Sep 2015 20:09:15 +0000",usebackpack,com,0,0,multipart/alternative,3,19,0,0,37,27081,1
289,"Sat, 20 Feb 2016 11:53:59 +0000",explore,pinterest.com,0,0,multipart/alternative,32,93,0,0,87,76562,1
290,"Mon, 23 Oct 2017 00:37:43 -0500 (CDT)",xprize,org,0,0,multipart/alternative,3,21,0,0,50,59510,1
291,"Mon, 26 May 2014 15:51:03 +0000",,,0,0,multipart/alternative,0,18,1,0,73,7251,0
292,"Thu, 01 Jun 2017 20:33:52 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,113,0,0,60,100392,1
293,"Fri, 8 Apr 2016 20:30:34 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,27,299432,0
294,"Sat, 18 Oct 2014 22:18:49 +0000",twitter,com,0,0,multipart/alternative,12,84,0,0,200,47581,1
295,"Fri, 14 Jul 2017 11:00:20 +0530",iiitd,ac.in,3,0,multipart/alternative,0,2,1,0,4,753,0
296,"Sat, 21 Mar 2015 04:29:03 +0000",youtube,com,0,0,multipart/alternative,26,94,0,0,52,66676,1
297,"Mon, 30 May 2016 23:08:12 +0000 (UTC)",quora,com,0,0,multipart/alternative,8,35,1,0,169,22091,1
298,"Sun, 10 Sep 2017 03:19:22 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,110,0,1,56,100830,1
299,"Fri, 15 May 2015 08:41:29 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,103,1,1,65,83511,1
300,"Thu, 02 Aug 2018 09:00:59 -0700",email,nvidia.com,0,0,text/html,12,43,1,0,118,50668,1
301,"Fri, 16 Dec 2016 17:14:48 +0530",iiitd,ac.in,0,0,multipart/related,0,6,0,0,98,9911516,0
302,"Mon, 20 Feb 2017 19:23:31 +0530",iiitd,ac.in,1,0,multipart/alternative,0,11,1,0,40,11814,0
303,"Thu, 22 Jun 2017 14:16:26 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,42,4,1
304,"Fri, 01 Apr 2016 11:45:41 +0000",youtube,com,0,0,multipart/alternative,16,68,1,0,100,60571,1
305,"Wed, 21 Dec 2016 15:42:30 +0530",iiitd,ac.in,3,0,multipart/mixed,2,0,0,0,37,73133,0
306,"Wed, 24 Jan 2018 01:01:22 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,14,93,0,1,45,93947,1
307,"Sat, 27 Aug 2016 00:01:10 +0530",iiitd,ac.in,1,0,multipart/alternative,0,5,1,1,36,2729,0
308,"Thu, 13 Dec 2018 09:29:36 +0000",centralesupelec,fr,0,0,text/html,0,6,1,0,41,7769,0
309,"Sat, 13 Feb 2016 06:45:37 +0000 (GMT)",ndtvecommerce,com,0,0,multipart/alternative,18,80,1,0,28,26740,1
310,"Sun, 09 Jul 2017 03:06:33 -0600",news,foodpanda.in,0,0,multipart/alternative,16,54,0,0,44,17697,1
311,"Sat, 31 Oct 2015 21:06:49 +0000",usebackpack,com,0,0,multipart/alternative,4,19,1,0,37,27015,1
312,"Sat, 16 Sep 2017 01:46:56 +0000 (UTC)",flipkartletters,com,0,0,text/html,21,55,0,0,48,43733,1
313,"Wed, 05 Aug 2015 13:49:04 +0000 (UTC)",quora,com,0,0,multipart/alternative,2,100,1,0,73,83823,1
314,"Wed, 18 Nov 2015 20:29:18 +0530",iiitd,ac.in,4,0,multipart/alternative,1,10,1,0,97,7254,0
315,"Sat, 15 Dec 2018 01:29:05 +0000",amazon,fr,0,0,multipart/alternative,17,192,1,0,99,76182,1
316,"Thu, 29 Sep 2016 10:19:25 +0000",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,28,830,0
317,"Sat,  7 Oct 2017 11:54:51 +0530 (IST)",sampark,gov.in,0,0,text/html,30,62,0,0,41,38033,1
318,"Thu, 04 Oct 2018 22:31:09 +0800",web-spicejet,com,0,0,multipart/alternative,6,28,1,0,76,39121,1
319,"Sun, 15 Oct 2017 13:13:08 +0000 (UTC)",udacity,com,0,0,multipart/alternative,10,50,0,0,72,75836,1
320,"Mon, 23 Oct 2017 16:11:25 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,44,9233,0
321,"Sat, 30 Jan 2016 12:48:32 +0530",iiitd,ac.in,0,0,multipart/alternative,1,3,1,0,74,4387,0
322,"Tue, 28 Mar 2017 10:07:17 +0530",iiitd,ac.in,0,0,multipart/alternative,1,4,1,0,38,4564,0
323,"Thu, 10 Aug 2017 09:56:17 +0200",reply,ebay.in,0,0,multipart/alternative,35,123,1,0,48,81689,1
324,"Sun, 9 Jul 2017 22:28:32 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,36,0,0,29,24533,1
325,"Mon, 31 Oct 2016 14:27:44 +0000",,,0,0,multipart/alternative,2,14,1,0,54,14336,0
326,"Mon, 18 Sep 2017 22:37:38 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,22,64,0,1,78,65461,1
327,"Thu, 11 Jan 2018 05:48:21 -0800 (PST)",quora,com,0,0,multipart/alternative,14,111,1,0,62,102352,1
328,"Fri, 4 Mar 2016 11:36:33 -0000",crm,sdconnect.in,0,0,multipart/alternative,58,169,0,0,99,37103,1
329,"Sat, 16 Apr 2016 23:17:45 +0530",iiitd,ac.in,2,0,multipart/alternative,1,17,1,0,48,5129,0
330,"Sun, 20 Aug 2017 09:05:56 +0200",reply,ebay.in,0,0,multipart/alternative,29,95,0,0,35,64363,1
331,"Sat, 10 Oct 2015 19:15:40 +0000",usebackpack,com,0,0,multipart/alternative,4,19,1,0,37,27331,1
332,"Tue, 29 Aug 2017 10:55:55 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,117,1,1,111,102659,1
333,"Wed, 18 Nov 2015 21:25:51 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,25,3155,0
334,"Sat, 05 Jul 2014 20:23:05 +0000",youtube,com,0,0,multipart/alternative,19,73,1,0,72,52792,1
335,"Mon, 5 Oct 2015 01:31:29 +0530",iiitd,ac.in,1,0,multipart/alternative,1,7,1,0,66,4231,0
336,"Sat, 27 Jan 2018 11:53:47 +0000 (UTC)",udacity,com,0,0,multipart/alternative,10,44,1,0,52,60745,1
337,"Fri, 2 Dec 2016 13:17:57 +0530",iiitd,ac.in,3,0,multipart/related,0,0,0,0,48,17856,0
338,"Sun, 28 Jun 2015 09:09:41 +0000",twitter,com,0,0,multipart/alternative,20,170,0,0,160,96767,1
339,"Fri, 22 Jun 2018 05:06:52 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,111,1,0,40,104561,1
340,"Mon, 20 Jun 2016 11:17:35 -0700",mentor,com,0,0,multipart/alternative,2,14,1,0,60,6765,1
341,"Thu, 27 Oct 2016 03:37:30 -0400",usief,org.in,0,0,multipart/alternative,0,27,1,0,44,29677,1
342,"Fri, 31 Mar 2017 13:39:12 +0530",iiitd,ac.in,0,0,multipart/related,0,4,0,0,34,387933,0
343,"Tue, 15 Aug 2017 15:53:40 +0000 (UTC)",udacity,com,0,0,multipart/alternative,13,54,1,0,125,83727,1
344,"Mon, 08 Jan 2018 12:36:09 -0800",youtube,com,0,0,multipart/alternative,38,115,0,0,100,81389,1
345,"Tue, 9 Aug 2016 14:00:14 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,27,31156,0
346,"Thu, 30 Nov 2017 22:13:47 +0000",codeschool,com,0,0,multipart/alternative,5,19,0,0,69,16211,1
347,"Wed, 30 Jul 2014 22:46:45 +0000",twitter,com,0,0,multipart/alternative,43,287,0,0,229,98269,1
348,"Fri, 28 Jul 2017 18:46:07 +0530",iiitd,ac.in,3,0,multipart/alternative,0,3,1,0,69,52426,0
349,"Thu, 23 Nov 2017 10:32:47 +0100",reply,ebay.in,0,0,multipart/alternative,38,137,0,0,31,87853,1
350,"Fri, 9 Sep 2016 11:42:33 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,17,71,0,1,91,79757,1
351,"Sun, 24 May 2015 17:46:05 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,15,1,0,59,5099,1
352,"Fri, 05 Oct 2018 03:37:38 +0000 (UTC)",angel,co,0,0,text/html,7,40,1,1,31,39042,1
353,"Tue, 15 Mar 2016 13:33:19 +0000",youtube,com,0,0,multipart/alternative,16,66,1,0,61,55924,1
354,"Sat, 23 Sep 2017 05:34:22 +0000",innerchef,com,0,0,multipart/alternative,8,37,0,0,60,46457,1
355,"Fri, 28 Apr 2017 11:15:43 -0700",mentor,com,0,0,multipart/alternative,0,12,0,0,92,3806,1
356,"Fri, 22 Sep 2017 17:12:30 +0000 (UTC)",flipkartletters,com,0,0,text/html,16,47,0,0,80,37219,1
357,"Sat, 11 Jun 2016 08:28:25 +0530",iiitd,ac.in,7,0,multipart/alternative,1,1,1,0,147,16073,0
358,"Tue, 24 Nov 2015 13:13:22 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,24,1171,0
359,"Mon, 20 Jun 2016 09:18:39 -0700",crm,jabong.com,0,0,text/html,13,46,0,0,24,21938,1
360,"Wed, 13 Jul 2016 16:01:10 +0000",codeschool,com,0,0,multipart/alternative,6,33,0,0,42,21675,1
361,"Thu, 23 Oct 2014 00:21:16 -0700 (PDT)",plus,google.com,0,0,multipart/alternative,14,44,0,0,35,15518,1
362,"Fri, 26 Aug 2016 13:11:16 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,9,56609,0
363,"Tue, 22 Aug 2017 19:03:42 +0000",magoosh,intercom-mail.com,0,0,multipart/alternative,2,17,0,0,10,18318,1
364,"Sun, 18 Jun 2017 00:44:57 -0700 (PDT)",quora,com,0,0,multipart/alternative,2,15,0,0,122,12221,1
365,"Tue, 24 Jan 2017 16:49:39 +0530",iiitd,ac.in,2,0,multipart/alternative,2,2,1,0,38,6886,0
366,"Mon, 16 Jun 2014 08:05:08 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,18,44,0,0,36,38348,1
367,"Sun, 30 Sep 2018 06:52:07 -0700",mail,instagram.com,0,0,text/html,1,6,0,0,40,5695,1
368,"Wed, 27 May 2015 00:00:06 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,42,0,0,47,77391,1
369,"Fri, 9 Nov 2018 08:38:54 +0000",centralesupelec,fr,0,0,text/html,2,9,0,0,363,59033,0
370,"Tue, 12 Mar 2019 07:02:56 -0600",media,ieee.org,0,0,multipart/alternative,16,117,0,0,35,59621,1
371,"Tue, 20 Nov 2018 08:02:58 -0600",media,ieee.org,0,0,multipart/alternative,15,112,0,0,59,59262,1
372,"Mon, 14 Nov 2016 01:00:39 +0000",youtube,com,0,0,multipart/alternative,12,51,0,0,63,44275,1
373,"Sun, 27 Jul 2014 13:07:05 +0000",youtube,com,0,0,multipart/alternative,12,49,0,0,84,37203,1
374,"Sun, 16 Aug 2015 21:34:47 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,35,2692,0
375,"Sat, 3 Jun 2017 12:48:58 +0000",bookmyshow,email,0,0,multipart/mixed,0,0,1,0,37,1990000,1
376,"Thu, 13 Aug 2015 23:02:08 +0530",iiitd,ac.in,1,0,multipart/alternative,1,7,1,0,29,4540,0
377,"Sat, 09 May 2015 10:06:29 +0000",twitter,com,0,0,multipart/alternative,11,88,0,0,77,41801,1
378,"Tue, 30 May 2017 22:01:42 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,26,0,0,43,20995,1
379,"Tue, 31 Jul 2018 12:03:11 -0500 (CDT)",springboard,com,0,0,multipart/alternative,0,13,0,1,37,18897,1
380,"Sat, 03 Feb 2018 07:14:04 +0000 (UTC)",bigbasket,com,0,0,text/html,8,19,0,0,62,17155,1
381,"Mon, 12 Feb 2018 11:21:05 +0100",reply,ebay.in,0,0,multipart/alternative,5,78,0,0,87,36555,1
382,"Wed, 18 Jan 2017 10:15:46 +0530",iiitd,ac.in,0,0,text/plain,0,0,0,0,3,714,0
383,"Wed, 31 May 2017 17:59:14 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,3,12,0,1,73,14939,1
384,"Thu,  7 Jun 2018 06:55:13 +0000",htc,com,0,0,multipart/alternative,8,35,1,0,109,63026,1
385,"Wed, 6 Apr 2016 09:46:44 +0530",in,ibm.com,2,0,multipart/alternative,0,0,1,1,36,4242,0
386,"Wed, 31 May 2017 06:46:16 -0700",youtube,com,0,0,multipart/alternative,28,123,0,1,58,87951,1
387,"Mon, 21 Sep 2015 13:38:19 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36,26923,1
388,"Wed, 5 Jun 2019 14:00:38 +0000",signalprocessingsociety,org,0,0,multipart/alternative,10,58,0,0,97,78234,1
389,"Wed, 31 Jan 2018 00:16:03 +0000",amazon,in,0,0,multipart/alternative,16,167,0,0,54,95010,1
390,"Wed, 19 Sep 2018 07:07:45 +0000",quora,com,0,0,multipart/alternative,2,14,0,0,119,13286,1
391,"Mon, 28 Aug 2017 17:13:46 +0000",twitter,com,0,0,multipart/alternative,36,169,0,1,60,80175,1
392,"Mon, 26 Feb 2018 00:05:22 +0000",amazon,in,0,0,multipart/alternative,8,118,0,0,26,59520,1
393,"Fri, 13 Oct 2017 12:02:47 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,105,4,1
394,"Tue, 27 Sep 2016 21:09:46 +0530 (IST)",sampark,gov.in,0,0,text/html,50,105,0,0,41,27990,1
395,"Thu, 13 Aug 2015 08:06:09 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,1,26,428,0
396,"Sat, 3 Jun 2017 13:07:49 +0000",topcoder,com,0,0,multipart/alternative,16,59,1,0,61,106603,1
397,"Thu, 20 Mar 2014 16:09:51 +0000",,,0,0,multipart/alternative,0,11,1,0,71,4297,0
398,"Fri, 27 Oct 2017 18:46:00 +0530",statebankrewardz,com,0,0,text/html,23,46,0,0,77,21673,1
399,"Thu, 04 Oct 2018 08:27:00 +0000",researchgatemail,net,0,0,multipart/alternative,3,25,0,0,46,15778,1
400,"Tue, 12 Feb 2019 16:39:25 -0800",github,com,2,0,multipart/alternative,2,15,0,0,96,3423,0
401,"Sat, 30 Jun 2018 02:35:14 +0000",amazon,in,0,0,multipart/alternative,18,108,1,0,62,45180,1
402,"Wed, 7 Dec 2016 02:25:39 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,26,96,0,0,62,77388,1
403,"Sat, 28 Nov 2015 18:01:23 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,30,1848,0
404,"Sun, 2 Jul 2017 13:34:37 -0700",mail,instagram.com,0,0,text/html,1,11,0,0,53,8040,1
405,"Tue, 24 May 2016 14:28:16 +0530",iiitd,ac.in,1,0,multipart/alternative,0,6,1,0,21,2143,0
406,"Wed, 29 Oct 2014 07:09:34 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,97,1,0,100,78963,1
407,"Fri, 31 Mar 2017 00:56:16 +0000",amazon,in,0,0,multipart/alternative,6,115,0,0,50,55032,1
408,"Tue, 25 Jul 2017 13:45:33 +0530",iiitd,ac.in,2,0,multipart/alternative,0,2,1,0,29,5255,0
409,"Fri, 12 Aug 2016 15:35:42 +0530",iiitd,ac.in,76,0,multipart/alternative,0,6,1,0,64,22321,0
410,"Sun, 30 Apr 2017 12:35:52 -0700 (PDT)",plus,google.com,0,0,multipart/alternative,2,8,0,0,42,3611,1
411,"Mon, 14 Sep 2015 17:33:21 +0530",iiitd,ac.in,0,0,multipart/mixed,0,3,1,0,104,1056656,0
412,"Sat, 28 Mar 2015 12:10:58 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,99,1,1,36,82730,1
413,"Fri, 16 Jun 2017 22:13:21 +0530",statebankrewardz,com,0,0,text/html,5,23,0,0,23,10247,1
414,"Sat, 30 Dec 2017 03:09:25 +0000",topcoder,com,0,0,multipart/alternative,30,187,1,0,59,147162,1
415,"Sat, 2 Sep 2017 06:56:34 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,35,0,0,43,22807,1
416,"Sat, 19 Sep 2015 14:54:11 +0530",iiitd,ac.in,1,0,multipart/alternative,0,4,1,0,29,5403,0
417,"Sat, 8 Aug 2015 03:07:10 +0530",iiitd,ac.in,3,0,multipart/alternative,0,16,1,0,89,7928,0
418,"Mon, 18 Jul 2016 19:08:23 -0500 (CDT)",magento,com,0,0,multipart/alternative,7,36,0,0,54,15090,1
419,"Tue, 30 Sep 2014 20:09:02 +0000",twitter,com,0,0,multipart/alternative,11,106,0,0,132,51142,1
420,"Tue, 7 Feb 2017 17:12:26 +0530",iiitd,ac.in,2,0,multipart/alternative,1,3,1,0,60,14957,0
421,"Wed, 17 Feb 2016 10:33:03 +0530",iiitd,ac.in,2,0,multipart/alternative,0,2,1,0,54,5937,0
422,"Thu, 15 Jun 2017 08:52:12 +0000",twitter,com,0,0,multipart/alternative,5,64,0,1,75,39158,1
423,"Thu, 11 May 2017 10:10:08 +0000",redwolf,in,0,0,multipart/alternative,8,27,0,0,37,5917,1
424,"Sun, 20 Sep 2015 14:33:38 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27461,1
425,"Thu, 05 Jan 2017 17:25:54 +0000",iiitd,ac.in,0,0,multipart/alternative,5,16,1,0,48,8024,0
426,"Thu, 31 Jan 2019 02:19:11 +0530",statebankrewardz,com,0,0,text/html,22,47,0,0,76,21739,1
427,"Sat, 29 Jul 2017 09:07:05 +0000",twitter,com,0,0,multipart/alternative,27,200,0,0,138,97360,1
428,"Fri, 08 Sep 2017 00:52:33 -0600",news,foodpanda.in,0,0,multipart/alternative,12,47,0,0,119,50032,1
429,"Wed, 16 Mar 2016 01:02:09 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,42,0,0,97,41265,1
430,"Thu, 20 Aug 2015 10:13:41 +0530",iiitd,ac.in,0,0,text/plain,0,1,0,0,27,150,0
431,"Sat, 27 Aug 2016 03:29:45 +0000 (GMT)",ndtvecommerce,com,0,0,multipart/alternative,10,95,1,0,38,31149,1
432,"Thu, 13 Sep 2018 19:15:54 +0000 (UTC)",codecademy,com,0,0,multipart/alternative,7,31,0,0,71,34270,1
433,"Wed, 12 Jun 2019 15:02:33 +0000 (UTC)",mail,vincerowatches.com,0,0,multipart/alternative,3,45,0,0,18,43011,1
434,"Sun, 8 Jul 2018 00:04:18 +0000",amazon,in,0,0,multipart/alternative,22,180,0,0,35,82098,1
435,"Tue, 08 Dec 2015 06:40:54 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27045,1
436,"Mon, 23 Jul 2018 06:33:57 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,7,51,0,1,42,50694,1
437,"Thu, 21 Jul 2016 06:20:14 +0000",mail,paypal.com,0,0,multipart/alternative,15,125,1,0,103,70535,1
438,"Tue, 09 May 2017 18:00:00 -0700",mentor,com,0,0,multipart/alternative,1,13,0,0,63,3607,1
439,"Mon, 27 Nov 2017 11:38:44 +0000",iheartdogs-email,com,0,0,multipart/alternative,7,43,1,1,64,50720,1
440,"Wed, 4 May 2016 01:01:24 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,41,0,0,98,41336,1
